Samskrit Word,Samskrit_GenderTelugu,Telugu_Word,Telugu _Gender
smqwi,swrI,smaraNa,swrI
BraMSa,,naSiMcuta^kriMxapaduta,
viBrama,puM,BrAMwi^AScaryamu,puM
snigXa,napuM:puM,snehiwudu^snehiwa,napuM:puM
soma,puM,soma_yAga^amqwaM,puM
soma-pA,,somapAnaM_ceyuvAdu,
sparSa,puM,sparSa,puM
sparSana,napuM,vAyuvu^sparSa,napuM
spqS1,,,
spqhA,swrI,uwsukawa^icCA,swrI
sqj2,,,
sqwi,swrI,mArgaM,swrI
sraMs1,,,
sru1_Nic,,,
su-virUDa,,aMkuriMcina^uwpannamEna,
mUla,napuM,mUlamu^moVxalu^kAraNamu,napuM
su-xur-xarSa,,xuraxqRtamu,*
su-xurAcAra,,xurAcAramu,*
su-xurlaBa,,xurlaBamu,
suGoRa,,GoRa,
maNipuRpaka,puM,maNipuRpakamu^sahaxevuni^SafKamu,puM
suKa,napuM:puM,suKamu,napuM:puM
suKin,napuM:puM,suKamu_kalavAdu,napuM:puM
suhqx,vi:puM:puM:swrI,snehiwudu,vi:puM:puM:swrI
ari,puM,Sawruvu,puM
uxAsIna,napuM,uxAsInamu^Asakwi_lekapovuta,napuM
maXyasWa,napuM:puM,maXyavarwi,napuM:puM
xveRya,puM,Sawruvu,puM
banXu,puM,banXuvu,puM
sukqw,puM,puNyAwmudu^XArmikudu,puM
sukqwa,napuM,puNyaM^SuBa_kAryaM,napuM
xuRkqwa,napuM:puM,xuRtudu,napuM:puM
sukqwin,puM,paropakAri,puM
sulaBa,napuM:puM,sulaBaM^sulaBamugA_laBiMcunaxi,napuM:puM
suniSciwa,napuM,buxXimaMwudu,napuM
sura,puM,xevawa^sUryudu^jFAnavaMwudu,puM
susuKa,napuM,sOKyamu_kalaxi,napuM
suxuRkara,,,*
svA,swrI,,swrI
svAXyAya,puM,svAXyAyamu^vexAXyayanamu,puM
aByasana,,aByAsamu,
sva,napuM:puM,sva^wana,napuM:puM
anuRTiwa,napuM:puM,Acariwamu,napuM:puM
sva-bAnXava,,baMXuvu,
cakRus,napuM,kannu^newraM,napuM
jana,puM,janaM,puM
nirawa,napuM:puM,nirawamu,napuM:puM
wejas,napuM,wejassu,napuM
svaBAva,puM,svaBAvamu,puM
svaBAva-jA,,,*
svaBAva-ja,,,*
niyawa,napuM:puM,niwyaM^niSciwaM,napuM:puM
praBava,puM,praBAvaM,puM
svaXA,,svaXA^Ahuwi,
svaXarma,puM,svaXarmaM,puM
svaka,puM,wanaxi^wanavAdu,puM
svalpa,napuM:puM,svalpaM,napuM:puM
svap1,,,
svapna,puM,svapnaM^kala,puM
svar,,SabxaM_ceyuta,
svarga,puM,svargaM,puM
xvAra,napuM,xvAraM,napuM
svasWa,napuM:puM,ArogyavaMwudu,napuM:puM
svaswi,,kRemaM^SuBaM^maMgalYaM,
svayam,,savayaM,
swabXa,napuM,swaMBiMcuta,napuM
swamB1,,,
swena,puM,xoVMga,puM
swrI,swrI,swrI,swrI
swu1,,,
swuwi,swrI,swuwi,swrI
syanxana,napuM,raWaM,napuM
uBa,puM:swrI,reVMdu,puM:swrI
uBaya,napuM:puM,uBayamu^reVMdu,napuM:puM
viBraRta,napuM:puM,BraRtudu^kRINiMcinavAdu,napuM:puM
uRma-pA,,,*
uSanA,swrI,SukrAcAryudu,swrI
ucCiRta,puM,eVMgili,puM
ucCoRaNa,napuM,eVMdipovuta,napuM
uccEHSravasa,puM,poVdugu_ceVvulu_kalavAdu,puM
ucca,napuM:puM,unnawaM,napuM:puM
ugrA,swrI,ugramu^BayaMkara,swrI
ugra,napuM:puM,ugramu^BayaMkara,napuM:puM
ulba,napuM,garBASaya,napuM
upAyawaH,,samIpiMcuta,*
upa_Af_Sri1,,,
upa_As1,,,
upa_Sri1,,,
upa_Xq1_Nic,,,
upa_han1,,,
upa_hu1,,,
upa_i1,,,
upa_jan2,,,
upa_jan3,,,
upa_laB1,,,
upa_lip1,,,
upa_pax1,,,
upa_ram1,,,
upa_sam_gam1,,,
upa_sev1,,,
upa_viS1,,,
upa_xiS1,,,
upa_xqS1,,,
upa_yA1,,,
upamA,swrI,polika,swrI
uraga,puM,sarpamu^pAmu,puM
uw_Af_hq1,,,
uw_hq1,,,
uw_kram1,,,
uw_miR1,,,
uw_sax1,,,
uw_sqj2,,,
uwa,,vikalpamu,
uwsanna,,naSiMcuvAdu,
uwwamOjas,puM,prakASamu^wejassu,puM
uwwarAyaNa,napuM,uwwrAyaNamu,napuM
ux,,unnawamu,
sAxana,napuM,aByAsaM,napuM
uxAra,puM,uxAra^xAna_SIlawa,puM
uxAsIna,napuM,watasWaM,napuM
uxAsInavaw,,,*
uxBava,puM,uxBaviMcuta,puM
ux_sWA1,,,
ux_vij2,,,
ux_xiS1,,,
ux_yam1,,,
ux_yam2,,,
uxan-pAna,,pAna_pAwra,
uxxeSa,puM,uxxeSaM^BAvaM,puM
vA,,vikalpamu,
vAc,swrI,vAkku^sarasvawi,swrI
vAfmaya,napuM:puM,vAfmayaM^BARA,napuM:puM
vAkya,napuM,vAkyaM,napuM
vArRNeya,puM,vArRNeyudu^SrIkqRNa,puM
vAsa,puM,nivAsaM,puM
vAsas,napuM,vaswraM,napuM
vAsava,napuM:puM,iMxrudu,napuM:puM
vAsuki,puM,vAsuki^nAga_rAju,puM
vAsuxeva,puM,vAsudevudu^SrIkqRNudu,puM
vAxa,puM,vAxana,puM
vAxin,puM,vakwa,puM
vAyu,puM,vAyuvu,puM
vESvAnara,puM,agni^vESvAnarudu,puM
vESya,puM,vESyudu,puM
vEnaweya,puM,vEnaweyudu,puM
vErAgya,napuM,vErAgyaM^virakwi,napuM
vErin,puM,Sawruvu,puM
vIryavaw,napuM:puM,parAkramaM,napuM:puM
vIwa-rAga,,virakwudu,
vIwa-rAga-Baya-kroXa,,poyinaxi,
vaSa,napuM:puM,vaSaM,napuM:puM
vaSin,napuM:puM,jiweMxriyudu,napuM:puM
vaSya,napuM:puM,vaSamEnaxi,napuM:puM
vac1,,,
vacana,napuM,vacanaM,napuM
vacas,napuM,vacanaM,napuM
vah1,,,
vahni,puM:swrI,agni,puM:swrI
vajra,napuM:puM,vajrAyuXaM^vajraM,napuM:puM
vakwra,napuM:puM,muKaM,napuM:puM
kAraka,napuM:puM,karwa^,napuM:puM
varRa,puM,varRaM^saMvawsaraM,puM
vara,napuM:puM:swrI,varaM,napuM:puM:swrI
varuNa,puM,varuNa_xevudu,puM
varwamAna,napuM:puM,varwamAnaM,napuM:puM
varwman,napuM,mArgaM,napuM
vas1,,,
vasu,napuM:puM,,napuM:puM
vax1,,,
vaxana,napuM,vaxanaM,napuM
vega,puM,vegaM,puM
vep1,,,
vepaWu,puM,kaMpanaM,puM
vewwq,napuM:puM,welisinavAdu^pawi^qRi,napuM:puM
vexAnwa,puM,vexAnwaM,puM
vexa,puM,vexaM,puM
nivqwwa,napuM:puM:swrI,niReXamu,napuM:puM:swrI
viBAvasu,puM,prakASaM^sUryudu,puM
viBUwi,swrI,Sakwi,swrI
viBUwimaw,napuM,Sakwi,napuM
viBu,puM:swrI,SakwivaMwudu,puM:swrI
viRAxa,puM,viRAxamu,puM
viRAxin,napuM:puM,xuHKiMcuvAdu,napuM:puM
viRNu,napuM:puM,viRNuvu,napuM:puM
viRa,napuM,viRaM,napuM
viRama,napuM:puM,viruxXamu,napuM:puM
viRaya,napuM:puM,viRayamu,napuM:puM
pravAla,,ciguru^pagadamu,
viS1,,,
viSAla,napuM:puM,viSAlaM,napuM:puM
viSiRta,puM,viSiRtaM,puM
viSuxXA,swrI,svacCaM^nirmalaM,swrI
viSva,napuM:puM,viSvaM,napuM:puM
viSvawaH,,annivEpulanuMdi,
viSveSvara,puM,ViSveSvarudu^Sivudu,puM
viXAna-vac1,,,
viXeya,napuM,vinayamu^viXeyaM,napuM
hIna,napuM:puM,hIna,napuM:puM
viXi-xqS1,,,
vi_Af_hq1,,,
vi_Ap1,,,
vi_Baj1,,,
vi_IkR1,,,
vi_Nax2,,,
vi_SAs1,,,
vi_XA1,,,
vi_XI1,,,
vi_anu_nax2,,,
vi_apa_Af_Sri1,,,
vi_ava_sWA1,,,
vi_ava_si1,,,
vi_awi_i1,,,
vi_awi_wQ1,,,
vi_cal1_Nic,,,
vi_gam1,,,
vi_hA2,,,
vi_jFA1,,,
vi_jFA2,,,
vi_kamp1,,,
vi_laj2,,,
vi_mqS1,,,
vi_muc1,,,
vi_muh1,,,
vi_muh1_Nic,,,
vi_naS1,,,
vi_ni_vqw1,,,
vi_ni_yam2,,,
vi_pari_vqw1,,,
vi_sWA1,,,
vi_sax1,,,
vi_smi1,,,
vi_sqj2,,,
vi_swamB1,,,
vi_uw_as2,,,
vi_vqX1,,,
vi_xQ2_Nic,,,
vicakRaNa,puM,vicakRaNa,puM
vicewas,puM,manovEkalyaM,puM
vigawa,napuM:puM,lopiMcinaxi,napuM:puM
BI,,Bayamu,
jvara,puM,jvaraM,puM
spqha,,korika,
viguNa,napuM:puM,guNa_hInudu,napuM:puM
vihAra,puM,vihariMcuta^wota,puM
SayyA,swrI,padaka^maMcamu,swrI
Asana,napuM,Asanamu^pIta,napuM
Bojana,napuM,Bojanamu,napuM
vijFAna,napuM,vijFAnaM,napuM
sahiwa,puM,wo,puM
vijaya,puM,vijayaM,puM
vijiwa,napuM:puM,jayiMpabaddavAdu,napuM:puM
vikAra,napuM:puM,vikAraM^rogaM^apahAsyaM,napuM:puM
vikarNa,puM,vikarNudu,puM
vikarman,napuM:puM,virixXaMgA_AcariMcuvAdu,napuM:puM
vikrAnwa,napuM:puM,vikrAMwudu^vIrudu,napuM:puM
vimUDa,napuM:puM,mUrKudu,napuM:puM
vimawsara,napuM,IrRya_lenivAdu,napuM
vimokRa,puM,mukwi^mokRaM,puM
vinA,,lekuMda,
vinASa,puM,vinASanaM,puM
viniSciwa,napuM,niScayiMpabadina,napuM
viniyawa,napuM:puM,niyaMwriMcabadina,napuM:puM
vipaSciw,napuM:puM,paMdiwudu^vixvAMsudu,napuM:puM
viparIwa,napuM:puM,viruxXamu,napuM:puM
virAta,puM,virAta_rAju,puM
visarga,puM,visarjanamu,puM
vismaya,napuM:puM,vismayamu,napuM:puM
vismaya-Af_viR2,,,
viswAra,puM,viswAramu,puM
viswara,napuM:puM,viswaraNaM,napuM:puM
viswaraSaH,,viswaraNaM,
vivasvaw,napuM:puM,sUryudu,napuM:puM
viviXA,swrI,viviXa,swrI
viviXa,napuM:puM,viviXa,napuM:puM
vivikwa,napuM:puM,viBinnamu,napuM:puM
sevin,puM,seviMcuvAdu,puM
seviwva,,seviMcabadina,
viwweSa,puM,kuberudu,puM
vix1,,,
vix2,,,
vix3,,,
vixiwa,napuM:puM,paMdiwudu,napuM:puM
vixvas,puM,vixvAMsudu,puM
vixyA,swrI,vixya,swrI
vinaya,puM,vinayudu,puM
sampanna,napuM:puM,sampannudu,napuM:puM
vqRNi,puM,gollavAdu^kqRNudu,puM
vqjina,vi:puM:napuM,pApamu,vi:puM:napuM
vqkoxara,puM,vqkoxarudu^Bimudu,puM
vqw1,,,
vqwa1,,,
vraj1,,,
vyAmiSra,napuM:puM,kalupabadina,napuM:puM
vyAsa,puM,vyAsudu,puM
prasAxa,puM,prasAxaM^anugrahaM,puM
vyAwa-Anana,,,*
vyUDA,swrI,vyUDaM,swrI
vyUDa,napuM:puM,vyUDaM,napuM:puM
vyaW1,,,
vyaW1_Nic,,,
vyaWA,swrI,vyaWa,swrI
vyakwa,napuM:puM,vyakwamaguta^spaRtamaguta,napuM:puM
maXya,napuM:puM,maXya,napuM:puM
vyakwi,swrI,vyakwi,swrI
vyapewa,napuM:puM,vidipovuta,napuM:puM
vyavasAya,puM,vyavasAyaM,puM
vyavasWiwa,napuM:puM,viXiMpabadina,napuM:puM
wAmasI,swrI,cIkati^rAwri,swrI
wAmasa,puM,cIkati^alasawvaM,puM
wAvaw,puM:napuM,avaXi,puM:napuM
wAwa,puM,waMdri,puM
wQ1,,,
wURNIm,,minnakuMduta,
waWA,,alAga,
waWApi,,,*
waWEva,,,*
wamas,napuM:puM,cIkati,napuM:puM
wan1,,,
wanu,swrI,wanuvu,swrI
wap1,,,
wapas,napuM,wapassu,napuM
wapasvin,puM,wapasvi,puM
wapasya,puM,wapassu,puM
warhi,,,
wasmAw,,,
wawa,napuM:puM,,napuM:puM
wawaH,,,
wawpara,napuM:puM,,napuM:puM
wawra,,akkada,
wawwva,napuM,wawwvaM,napuM
xarSana,napuM,xarSana,napuM
xarSin,,xarSiMcuvAdu,*
wawwvavix,napuM:puM,wawwva_jFAni,napuM:puM
wawwvawaH,,,*
wax,napuM:puM:swrI,axi,napuM:puM:swrI
BAviwa,,poMxabadina,
arWIya,,aBiprAyaM_kalavAdu,
arWa,puM,arWa,puM
buxXi,swrI,buxXi,swrI
niRTA,swrI,niRTa,swrI
parAyaNA,,parAyaNudu^AsakwikalavAdu,
samakRa,napuM:puM,samakRaM,napuM:puM
waxA,,appudu,
waxananwaram,,waxananwaraM^AwaruvAwa,
waxsarvanAma,,,
waxvaw,napuM:puM,,napuM:puM
wejas,napuM,wejassu,napuM
wejas-aMSa-sam_BU1,,,
rASi,puM,samUhamu,puM
wejasvin,puM:swrI,wejasvi,puM:swrI
wejomaya,napuM,wejomayaM,napuM
wij1,,,
woya,napuM:puM,nIru,napuM:puM
wqRNA,swrI,wqRNa^xappika^icCa,swrI
wqpwi,swrI,wqpwi,swrI
wrE1,,,
wrEguNya,,wrRguNya^wriguNamula,
wrElokya,napuM,wrElokya^wrilokamula,napuM
wrEvixya,puM,wrivixya,puM
wrayI,,mUdu_vexamulu,
wraya,napuM:puM:swrI,mUdu,napuM:puM:swrI
wri,napuM:puM:swrI,mUdu,napuM:puM:swrI
wriXA,,mUdu_viXamulu,
wriviXA,swrI,mUdu_viXamulu,swrI
wriviXa,napuM:puM,mUdu_viXamulu,napuM:puM
wu,,kAni,*
wuR1,,,
wuRti,swrI,saMwoRamu,swrI
wulya,puM,samAnamu,puM
saMswuwi,,swuwi,
ninxA,,niMxa,
apriya,napuM:puM:swrI,apriyaM,napuM:puM:swrI
wumula,puM,BayaMkara,puM
wvac,swrI,wolu,swrI
wvar1,,,
wvaw,,nIxi,*
wvawwaH,,,
wvax,,nIxi,*
sama,napuM:puM,samamu,napuM:puM
wyAga,puM,wyAgaM,puM
Pala,napuM,PalaM,napuM
wyAgin,puM,wyAgi,puM
wyaj1,,,
wyakwa,,viduvabadinaxi,
parigraha,puM,svIkariMcuta,puM
xA3,,,
xAkRya,napuM,kOSalamu^nerpu,napuM
xAna,napuM,xAnamu,napuM
xAnava,puM,xAnavudu^rAkRasudu,puM
xEvI,swrI,xevawA_saMbaMXiwa,swrI
xEva,napuM:puM,xevawA_saMbaMXiwa,napuM:puM
xEwya,puM,rAkRasa,puM
xIp1,,,
xIpa,puM:swrI,xIpaM,puM:swrI
xIpwa,napuM:puM:swrI,prakASiMpabadunaxi,napuM:puM:swrI
anala,puM,agni^jaTarAgni,puM
arka,puM,sUrya_kAMwi,puM
xyuwi,,kAMwi^veVlugu,
huwASa,puM,agni,puM
vakwra,napuM:puM,muKaM,napuM:puM
xIpwimaw,puM,prakAsiMcunaxi,puM
xIrGasUwrin,puM,somari,puM
xUra,napuM:puM,xUraM,napuM:puM
xUreNa,,xUraM,
xaMRtrA,swrI,kora_palYlYu,swrI
karAla,napuM:puM,BayaMkara,napuM:puM
xaNda,napuM:puM,karra,napuM:puM
xaSan,a,paxi,a
xaSana,napuM,palYlYu,napuM
xah1,,,
xakRa,puM,samarWudu^nipuNudu,puM
xakRiNAyana,napuM,xakRiNAyanaM,napuM
xam1_Nic,,,
xamBa,puM,kapatamu,puM
xamBa-ahafkAra-sam_yuj2,,,
xama,puM,nigrahiMcuta^xaNdana,puM
xarSana,napuM,xarSanaM,napuM
kAfkRin,puM,kAfkRiMcuvAdu,puM
xarpa,napuM:puM,xarpamu^ahaMkAraM^garvaM,napuM:puM
xayA,swrI,xaya,swrI
xeSa,puM,xeSaM,puM
xehAnwara,napuM,,napuM
prApwi,swrI,prApwi^poMxu^laBiMcu,swrI
xeha,napuM:puM,xehamu^SarIraM,napuM:puM
Bqw,,baMtu^kUli,
xehavax,,xehamu^SarIraM,
xehin,puM:napuM,AwmA^xehaM_kalaxi,puM:napuM
xeva,puM,xeva,puM
Boga,napuM:puM,Bogamu^suKamu,napuM:puM
qRi,puM,qRi,puM
vara,napuM:puM:swrI,varamu^SreRtamu,napuM:puM:swrI
vrawa,napuM:puM,vrawamu^nomu,napuM:puM
xvija,puM,reMdusArlu_puttinavAdu,puM
prAjFa,puM:swrI,buxXi,puM:swrI
pUjana,,pUjiMcuta^gOraviMcuta,
yajas,,yajurvedaM,*
xevala,puM,,puM
xevawA,swrI,xevawa,swrI
xevaxawwa,puM,xevawa,puM
xeveSa,puM,,puM
xiS,swrI,xikku,swrI
xiv,swrI,xinamu,swrI
xivya,napuM:puM,xivya,napuM:puM
xivya-aneka-uxyawa-AyuXa,,,
xivya-ganXa-anulepana,,,
xivya-mAlya-ambara-Xara,,,
xoRa,puM,xoRamu,puM
xoRavaw,napuM,xoRamu,napuM
xqDa,napuM:puM,xqDamu,napuM:puM
xqRta,napuM:puM,cUdabadina,napuM:puM
xqRti,swrI,cUdabadina,swrI
xqRtq,,,*
xqS1,,,
xqS1_Nic,,,
xrOpaxeya,puM,xrOpaxeyudu,puM
xravya,napuM:puM,xravyaM,napuM:puM
xravyamaya,puM,xravyaM,puM
xroNa,puM:napuM,xrONudu,puM:napuM
xru1,,,
xrupaxa,puM,xrupaxudu,puM
puwra,puM,puwrudu,puM
xuHKa,napuM,xuHKamu,napuM
Alaya,puM,AlayaM^nivAsaM,puM
Amaya,puM,rogamu,puM
praxa,,xAwa,
han,,vaXiMcuta,
viyoga,napuM:puM,viyogaM,napuM:puM
xuHKawara,napuM,xuHKamu,napuM
xuRkqw,puM:swrI,xuRta,puM:swrI
xuRkqwin,puM,xuRtudu,puM
xuRpUra,napuM:puM,xuRtudu,napuM:puM
xuRtA,puM:swrI,xuRta,puM:swrI
xur-gawi,,xurgawi,
xur-mawi,,xurbuxXi,
xur-meXas,,xurbuxXi,
xur-nigraha,,,*
xur-nir_IkR1,,,
xurAsaxa,puM,,puM
xurawyayA,swrI,,swrI
xurbuxXi,swrI,xurbuxXi,swrI
xurlaBawara,puM,xurlaBaM,puM
xuryoXana,napuM:puM,xuryoXanudu,napuM:puM
xus_pra_Ap1,,,
xvAra,napuM,xvAraM,napuM
xvanxva,napuM:puM,xvanxva,napuM:puM
moha,puM,mohamu,puM
awIwa,napuM:puM,awIwamu,napuM:puM
xvanxva-moha-nir_muc1,,,
xveRa,napuM,xveRaM,napuM
xveRya,puM,xveRaM,puM
xvi,napuM:puM:swrI,xvi^reMdu,napuM:puM:swrI
xviR1,,,
xviviXA,swrI,reMdu_viXamulu,swrI
xyAvA,,,*
xyUwa,napuM:puM,jUxamu,napuM:puM
yA1,,,
yAvaw,puM,,puM
yAwa,napuM:puM,prayANaM,napuM:puM
yAma,puM,jAmu,puM
yAxas,napuM,jalajaMwuvu,napuM
yAxava,puM,yAxavudu,puM
yAxqS,napuM:puM,eVtuvaMtixi,napuM:puM
yOvana,napuM,yOvvanam,napuM
yaSas,napuM,yaSassu,napuM
yaWA,,e_viXamugA,
BAga,napuM:puM,BAgamu,napuM:puM
yaWAvaw,,yaWAviXi,
yaj1,,,
yajFa,puM,yajFamu,puM
amqwa,napuM:puM,amqwaM,napuM:puM
SiRtA,,viSiRtudu,
aSin,,ciraMjIvi,*
Buja,puM,Bujamu,puM
kRapiwa,,naSiMcina,
kalmaRa,napuM:puM,kalmaRaM,napuM:puM
yajFavix,puM,yAgaviXi_welisinavAdu,puM
yajus,napuM,yajurvedaM,napuM
yakRa,puM,yakRudu,puM
rakRas,napuM,rAkRasudu,napuM
yama,puM,yamudu^yamaXarma_rAju,puM
yanwra-Af_ruh1,,,
yasmAw,,eVvarinuMdEwe,
yaw,,exEwe,
yaw1,,,
yawa,napuM:puM,prayawniMcuta^niyaMwriwa,napuM:puM
yawaH,,eVMxukaMte,
yawi,swrI,sAXuvu^prayawniMcuta,swrI
yawra,,eVkkadEwe,
yax,napuM:puM:swrI,exEwe,napuM:puM:swrI
praBAva,puM,praBAvaM,puM
vikArin,napuM:puM,mArpu_ceMxunaxi,napuM:puM
yaxA,,eVppudEwe,
yaxi,,,*
yaxqcCA,swrI,yaWecCaM,swrI
sanwuRta,napuM:puM,sanwuRtudu^wqpwi_kalginavAdu,napuM:puM
yaxvA,,ixi_kAkuMte_axi,
yaxvaw,,ixi_kAkuMte_axi,
yaxyapi,,ayinAkUdA,
yoXa,puM,yoXudu,puM
muKya,napuM:puM,muKyudu,napuM:puM
vIra,napuM:puM,vIrudu,napuM:puM
yoga,puM:puM,yoga,puM:puM
ArUDa,puM,eVkkinavAdu,puM
BraRta,puM,BraRtudu,puM
XAraNA,,XariMcuta,
bala,napuM:puM,balaM,napuM:puM
kRema,napuM:puM,kRemaM,napuM:puM
saFjFiwa,napuM:puM,peru_galaxi,napuM:puM
viwwama,,vixvAMsudu,
yogamAyA,swrI,yoga_mAya^viRNu_mAya,swrI
yogeSvara,puM,yogeSvarudu,puM
yogin,puM,yogi,puM
yoni,puM,yoni^garBASayaM,puM
yowsyamAna,puM,,puM
yoxXu-kAma,,,*
yuRmax,,nI^nIvu,
yuX,napuM:puM:swrI,yuxXaM^yuxXam_ceyuta,napuM:puM:swrI
yuX1,,,
yuXAmanyu,puM,yuXAmanyudu,puM
yuXiRTira,puM,yuXiRTirudu,puM
yuga,napuM,yugamu,napuM
yugapaw,,eka_kAlamuna^oVke_sAri,
yuj1,,,
yuj2,,,
yukwa,napuM:puM,kUdukunnaxi^yogyamEnaxi,napuM:puM
avaboXa,,melukoVlputa^nerpiMcuta,
yukwa-wama,,yogyamEnaxi,*
yukwaceRta,,maMci_pravarwana,
yukwacewas,,maMci_pravarwana,*
yukwawama,puM,yogyamEnaxi,puM
yuxXa,napuM:puM,yuxXaM,napuM:puM
viSAraxa,napuM:puM,paMdiwudu^vixvAMsudu,napuM:puM
yuyuXAna,puM,yuyuXAnudu,puM
yuyuwsu,napuM:puM,yuyuwsudu,napuM:puM
